1,adhesives_glues,1,1
2,tapes,1,1
3,adhesive_sealant_tape,1,1
4,sealents_resins,1,1
5,linear_motion,1,2
6,rotary_bearings_housing_units,1,2
7,gaskets_seals_packings,1,2
8,clamps_vices,1,3
9,hammers_demolition,1,3
10,knives_scissors_saws,1,3
11,measuring_marking,1,3
12,pliers_cutters,1,3
13,brakes_cluthes,1,4
14,bushes_collars,1,4
15,electric_actuators,1,4
16,power_transmission_couplings,1,4
